502	the raiders of atlantis 	ruggero deodato	action/mystery 	1h 38m	40%	1983	atlantis interceptors	FALSE	n/a
503	robo vampire 	godfrey ho	sci-fi/thriller 	1h 30m	48%	1988	n/a	FALSE	n/a
504	blue island 	luigi russo, enzo doria	romance/adventure	1h 32m	40%	1982	n/a	FALSE	n/a
505	hands of steel 	sergio martino	sci-fi/action	1h 34m	29%	1986	n/a	FALSE	n/a
506	wired to kill 	frank schaeffer	action/sci-fi	1h 26m	17%	1986	n/a	FALSE	n/a
507	alien seed 	bob james	thriller/sci-fi	1h 28m	27%	1989	n/a	FALSE	n/a
508	the ultimate warrior 	robert clouse	thriller/action	1h 34m	20%	1975	n/a	FALSE	n/a
509	alien terminator	nello rossati	sci-fi	1h 34m	26%	1988	top line	FALSE	n/a
510	v-world matrix 	ron ford	fantasy/horror/sci-fi 	1h 18m	35%	1999	n/a	FALSE	n/a
511	escape from the bronx 	enzo g. castellari	drama/action	1h 29m	19%	1983	bronx warriors 2	FALSE	n/a
512	mystics in bali 	h. tjut djalil	fantasy/thriller	1h 58m	30%	1981	n/a	TRUE	n/a
513	virus 	john bruno	horror/sci-fi	1h 40m	10%	1999	n/a	FALSE	n/a
514	humanity's end 	neil johnson	sci-fi/thriller	1h 24m	3%	2009	n/a	FALSE	n/a
515	the swordsman	michael kennedy	action	1h 32m	12%	1992	n/a	FALSE	n/a
516	gladiator cop: the swordsman ii 	nick rotundo	action	1h 31m	17%	1995	n/a	FALSE	n/a
517	sister sensei 	david seeger	action/adventure/comedy	1h 30m	56%	1994	n/a	TRUE	n/a
518	time of the apes 	atsuo okunaka, kiyosumi fukazawa	fantasy/action	1h 37m	10%	1987	n/a	FALSE	n/a
519	satan's little helper 	jeff lieberman	slasher/horror	1h 40m	35%	2004	n/a	FALSE	n/a
520	8 heads in a duffel bag 	tom schulman	action/adventure	1h 35m	11%	1997	n/a	FALSE	n/a
521	shrunken heads 	richard elfman	thriller/horror	1h 26m	38%	1994	n/a	FALSE	n/a
522	microwave massacre 	wayne berwick	slasher/horror	1h 16m	33%	1983	n/a	FALSE	n/a
523	eliminators 	peter manoogian	action/adventure/sci-fi	1h 36m	35%	1986	n/a	FALSE	n/a
524	exterminators of the year 3000 	giuliano carnimeo	sci-fi/action	1h 43m	20%	1983	n/a	FALSE	n/a
525	the exterminator 	james glickenhaus	drama/mystery	1h 44m	36%	1980	n/a	FALSE	n/a
526	the exterminator 2 	mark buntzman	thriller/action	1h 29m	30%	1984	n/a	FALSE	n/a
527	bad moon 	eric red	horror	1h 20m	38%	1996	n/a	FALSE	n/a
528	iron warrior	alfonso brescia, ovidio g. assonitis	fantasy/drama	1h 22m	11%	1987	n/a	FALSE	n/a
529	ator, the fighting eagle	 joe d'amato	fantasy	1h 40m	15%	1982	n/a	FALSE	n/a
530	quest for the mighty sword	 joe d'amato	fantasy/thriller 	1h 34m	8%	1990	ator 3	FALSE	n/a
531	mcbain 	james glickenhaus	thriller/action	1h 42m	37%	1991	n/a	FALSE	n/a
532	real bullets 	lance lindsay	action/crime/drama	1h 26m	30%	1988	n/a	FALSE	n/a
533	driven to kill	john gazarian	action/thriller	1h 37m	42%	1991	n/a	FALSE	n/a
534	mazes & monsters 	steven hilliard stern	fantasy/thriller	2h 0m	19%	1982	n/a	FALSE	n/a
535	skullduggery	eugen illin	horror	1h 36m	0%	1983	warlock, blood puzzle	FALSE	n/a
536	class of 1999 ii: the substitute	spiro razatos	thriller/indie 	1h 27m	14%	1994	class of 2001: the substitute 	FALSE	n/a
537	thinner 	tom holland	adaptation/cult	1h 32m	15%	1996	n/a	FALSE	n/a
538	the borrower	john mcnaughton	horror/sci-fi	1h 30m	30%	1991	n/a	FALSE	n/a
539	predator 2 	stephen hopkins	sci-fi/thriller	1h 48m	26%	1990	n/a	TRUE	n/a
540	the tower	richard kletter	horror/sci-fi 	1h 31m	44%	1993	n/a	FALSE	n/a
541	black rain	ridley scott	drama/thriller 	2h 5m	52%	1989	n/a	FALSE	n/a
542	demolition man 	marco brambilla	fantasy/thriller	1h 55m	61%	1993	n/a	FALSE	n/a
543	prayer of the rollerboys 	rick king	drama/sci-fi	1h 35m	65%	1990	n/a	FALSE	n/a
544	mastermind 	roger christian	teen/action 	1h 46m	19%	1997	n/a	FALSE	n/a
545	alien 2: on earth 	ciro ippolito, biagio proietti	horror/sci-fi	1h 32m	12%	1980	n/a	FALSE	n/a
546	bayou ghost	gardner compton	adventure/family/horror	1h 33m	46%	1997	n/a	FALSE	n/a
547	the kindred 	jeffrey obrow, stephen carpenter	horror/sci-fi/thriller	1h 31m	40%	1987	n/a	FALSE	n/a
548	deadly weapon 	michael miner	sci-fi	1h 29m	40%	1989	n/a	FALSE	n/a
549	dutch 	peter faiman	drama	1h 47m	14%	1991	n/a	FALSE	n/a
550	harbour beat 	david elfick	drama	1h 39m	57%	1990	n/a	FALSE	n/a
551	crash and burn 	charles band	thriller/indie/sci-fi	1h 25m	23%	1990	robot jox 2 	FALSE	n/a
552	my boyfriends back 	bob balaban	teen/romance	1h 25m	14%	1993	n/a	FALSE	n/a
553	bad taste 	peter jackson	splatter/horror	1h 32m	68%	1987	n/a	FALSE	n/a
554	braindead 	peter jackson	splatter/horror	1h 44m	87%	1992	dead alive	FALSE	n/a
555	mutilations	larry thomas	sci-fi/horror	1h 10m	53%	1986	n/a	FALSE	n/a
556	the gates of hell 	lucio fulci	splatter/horror	1h 33m	50%	1980	n/a	FALSE	n/a
557	children shouldn't play with dead things 	bob clark	thriller/cult	1h 27m	42%	1972	n/a	FALSE	n/a
558	orca 	michael anderson	disaster/thriller	1h 32m	7%	1977	n/a	FALSE	n/a
559	tourist trap 	david schmoeller	slasher/thriller	1h 30m	47%	1979	n/a	FALSE	n/a
560	schizoid 	david paulsen	thriller/action	1h 29m	18%	1980	murder by mail	FALSE	n/a
561	the crawlers	joe d'amato, fabrizio laurenti	horror	1h 34m	27%	1991	troll 3, contamination .7, creepers	FALSE	n/a
562	bloody birthday 	edward hunt	slasher/horror	1h 25m	35%	1981	n/a	FALSE	n/a
563	nightmare	romano scavolini	slasher/mystery	1h 37m	44%	1981	blood splash	FALSE	n/a
564	the dorm that dripped blood 	jeffrey obrow, stephen carpenter	slasher/mystery	1h 28m	25%	1982	n/a	FALSE	n/a
565	the slumber party massacre 	amy holden jones	slasher/indie	1h 22m	40%	1982	n/a	FALSE	n/a
566	razorback 	russell mulcahy	thriller/horror	1h 47m	67%	1984	n/a	FALSE	n/a
567	nail gun massacre 	terry lofton, bill leslie	slasher/horror 	1h 30m	24%	1985	n/a	FALSE	n/a
568	deadly friend 	wes craven	adaptation/slasher	1h 32m	11%	1986	n/a	FALSE	n/a
569	scarecrows	william wesley	cult/crime/slasher	1h 23m	44%	1988	n/a	FALSE	n/a
570	society 	brian yuzna	indie/mystery 	1h 39m	55%	1989	n/a	FALSE	n/a
571	cemetery man 	michele soavi	fantasy/horror	1h 45m	63%	1994	n/a	FALSE	n/a
572	bad channel 	ted nicolaou	thriller/horror	1h 28m	27%	1992	n/a	FALSE	n/a
573	sorority house massacre 	carol frank	slasher/teen	1h 16m	21%	1986	n/a	FALSE	n/a
574	sorority house massacre ii	jim wynorski	slasher/thriller	1h 20m	34%	1990	n/a	FALSE	n/a
575	sorority house vampires 	geoffrey de valois	comedy/horror 	1h 31m	17%	1998	n/a	FALSE	n/a
576	robot holocaust 	tim kincaid	horror/sci-fi	1h 19m	15%	1986	n/a	FALSE	n/a
577	the wind 	nico mastorakis	horror/thriller	1h 32m	16%	1987	edge of terror	FALSE	n/a
578	aenigma 	lucio fulci	thriller/romance	1h 30m	19%	1987	n/a	FALSE	n/a
579	chillers	daniel boyd	cult/horror 	1h 31m	20%	1987	n/a	FALSE	n/a
580	mutilation man	andrew copp	horror	1h 20m	20%	1998	n/a	FALSE	n/a
581	cobra 	george p. cosmatos	thriller/crime 	1h 27m	14%	1986	n/a	FALSE	n/a
582	trick or treat	charles martin smith	horror	1h 38m	75%	1986	n/a	FALSE	n/a
583	slime city 	greg lamberson	horror/comedy	1h 30m	40%	1988	n/a	FALSE	n/a
584	the green slime	kinji fukasaku	fantasy/adventure	1h 30m	20%	1968	n/a	FALSE	n/a
585	alligator 	lewis teague	cult/horror	1h 34m	83%	1980	n/a	FALSE	n/a
586	mimic	guillermo del toro	mystery/sci-fi	1h 52m	61%	1997	n/a	FALSE	n/a
587	message from space 	kinji fukasaku	action/adventure	1h 45m	28%	1978	n/a	FALSE	n/a
588	spacehunter: adventures in the forbidden zone 	lamont johnson	action/adventure 	1h 30m	18%	1983	n/a	FALSE	n/a
589	high school usa 	rod amateau	teen	1h 40m	40%	1983	n/a	FALSE	n/a
590	combat academy 	neal israel	comedy	1h 39m	40%	1986	n/a	FALSE	n/a
591	moving violations 	neal israel	comedy	1h 30m	50%	1985	n/a	FALSE	n/a
592	speed zone 	jim drake	sport/action	1h 34m	38%	1989	n/a	FALSE	n/a
593	high spirits 	neil jordan	horror/comedy	1h 39m	29%	1988	n/a	FALSE	n/a
594	poison ivy 	katt shea	drama/thriller	1h 33m	36%	1992	n/a	FALSE	n/a
595	kid	john mark robinson	thriller/action	1h 31m	43%	1990	n/a	FALSE	n/a
596	life with mikey 	james lapine	comedy/family	1h 46m	27%	1993	n/a	FALSE	n/a
597	making the grade 	dorian walker	sport	1h 45m	54%	1984	n/a	FALSE	n/a
598	my science project 	jonathan r. betuel	teen/adventure	1h 35m	14%	1985	n/a	FALSE	n/a
599	harper valley pta 	richard c. bennett	comedy/parody	1h 41m	49%	1978	n/a	FALSE	n/a
600	millennium	michael anderson	drama/mystery	1h 48m	11%	1989	n/a	FALSE	n/a
601	stone cold 	craig r. baxley	thriller/action	1h 35m	25%	1991	n/a	FALSE	n/a
602	damnation alley 	jack smight	sci-fi/disaster	1h 35m	44%	1977	n/a	FALSE	n/a
603	no escape 	martin campbell	adaptation/thriller	2h 10m	50%	1994	n/a	FALSE	n/a
604	she woke up pregnant 	james a. contner	drama 	1h 31m	59%	1996	n/a	FALSE	n/a
605	invisible mom 	fred olen ray	fantasy/drama	1h 32m	36%	1996	n/a	FALSE	n/a
606	invisible mom 2 	fred olen ray	adventure/comedy	1h 20m	33%	1999	n/a	FALSE	n/a
607	dirty work 	bob saget	buddy/comedy	1h 22m	17%	1998	n/a	FALSE	n/a
608	death race 2000 	paul bartel	fantasy/sport 	1h 24m	83%	1975	n/a	FALSE	n/a
609	rollerball 2002	john mctiernan	sci-fi/sport	1h 40m	3%	2002	n/a	FALSE	n/a
610	nightflyers	robert collector	horror/sci-fi	1h 29m	16%	1987	n/a	FALSE	n/a
611	bmx bandits 	brian trenchard-smith	drama/crime	1h 32m	67%	1983	n/a	FALSE	n/a
612	the milpitas monster 	robert l. burrill	thriller/horror	1h 20m	25%	1975	n/a	FALSE	n/a
613	the monster club 	roy ward baker	horror/musical	1h 44m	75%	1981	n/a	FALSE	n/a
614	the keep 	michael mann	thriller/horror	3h 30m	40%	1983	n/a	FALSE	n/a
615	yog, monster from space 	ishirō honda	thriller/kaiju	1h 24m	34%	1970	space amoeba	FALSE	n/a
616	humanoids from the deep 	barbara peeters, jimmy t. murakami	sci-fi/horror	1h 22m	56%	1980	monster	FALSE	n/a
617	prom night 	paul lynch	fantasy/slasher	1h 32m	45%	1980	n/a	FALSE	n/a
618	yellow hair and the fortress of gold 	matt cimber	action/adventure	1h 41m	0%	1984	n/a	FALSE	n/a
619	plunkett and macleane 	jake scott	drama/action	1h 42m	24%	1999	n/a	FALSE	n/a
620	zeiramu 2	keita amemiya	action/comedy/sci-fi	1h 47m	50%	1994	n/a	FALSE	n/a
621	crawlspace 	david schmoeller	slasher/thriller	1h 20m	9%	1986	n/a	FALSE	n/a
622	death spa 	michael fischa	horror	1h 28m	31%	1989	n/a	TRUE	n/a
623	arctic blue 	peter masterson	thriller/action	1h 35m	17%	1993	n/a	FALSE	n/a
624	the philadelphia experiment 	stewart raffill	fantasy/thriller	1h 42m	50%	1984	n/a	FALSE	n/a
625	the kill reflex	fred williamson	adaptation/drama	1h 34m	17%	1989	soda crackers	FALSE	n/a
626	original gangsters	fred williamson, larry cohen	drama/crime	1h 39m	53%	1996	n/a	FALSE	n/a
627	holy man 	stephen herek	drama/comedy	1h 54m	12%	1998	n/a	FALSE	n/a
628	gone fishin' 	christopher cain	adventure/comedy	1h 37m	4%	1997	n/a	FALSE	n/a
629	the puppet masters 	stuart orme	adaptation/drama	1h 50m	26%	1994	n/a	FALSE	n/a
630	deep rising 	stephen sommers	sci-fi/action 	1h 47m	29%	1998	n/a	FALSE	n/a
631	erik the viking 	terry jones	fantasy/adventure	1h 47m	47%	1989	n/a	FALSE	n/a
632	ghost writer	kenneth j. hall	comedy/fantasy	1h 34m	40%	1989	n/a	FALSE	n/a
633	brides of blood 	eddie romero, gerardo de leon	horror/sci-fi	1h 37m	47%	1968	n/a	FALSE	n/a
634	death wish 2	michael winner	drama/crime	1h 29m	33%	1982	n/a	FALSE	n/a
635	death wish 3 	michael winner	thriller/action	1h 38m	6%	1985	n/a	FALSE	n/a
636	death wish 4 	j. lee thompson	crime/thriller	1h 39m	14%	1987	n/a	FALSE	n/a
637	the jar 	bruce toscano	horror	1h 25m	0%	1984	n/a	FALSE	n/a
638	russian terminator 	mats helge	action	1h 27m	27%	1990	n/a	FALSE	n/a
639	the killer eye 	david decoteau	horror/sci-fi	1h 40m	29%	1999	n/a	FALSE	n/a
640	seedpeople 	peter manoogian	horror/sci-fi	1h 27m	13%	1992	n/a	FALSE	n/a
641	those dear departed 	ted robinson	comedy	1h 28m	40%	1987	ghosts can do it!	FALSE	n/a
642	the last dragon	michael schultz	drama	1h 49m	59%	1985	n/a	FALSE	n/a
643	campfire tales	martin kunert, david semel	teen/horror	1h 33m	50%	1997	n/a	FALSE	n/a
644	the rage: carrie 2 	katt shea	drama/sci-fi	1h 45m	20%	1999	n/a	FALSE	n/a
645	terror in beverly hills 	john myhers	indie/action	1h 28m	50%	1975	n/a	FALSE	n/a
646	ghost ship 	steve beck	slasher/horror	1h 31m	15%	2002	n/a	FALSE	n/a
647	collision course	lewis teague	action/adventure	1h 40m	33%	1989	n/a	FALSE	n/a
648	the relic 	peter hyams	mystery/sci-fi	1h 50m	34%	1997	n/a	FALSE	n/a
649	date with an angel 	 tom mcloughlin	fantasy/indie	1h 45m	14%	1987	n/a	FALSE	n/a
650	alien apocalypse 	josh becker	horror/sci-fi	1h 28m	31%	2005	n/a	FALSE	n/a
651	the beast within	philippe mora	horror	1h 38m	11%	1982	n/a	FALSE	n/a
652	the outing 	thomas daley	horror	1h 45m	20%	1987	n/a	FALSE	n/a
653	superstition	james w. roberson	horror	1h 25m	40%	1982	n/a	FALSE	n/a
654	galaxy of terror 	bruce d. clark	fantasy/action/sci-fi	1h 21m	33%	1981	n/a	FALSE	n/a
655	space truckers 	stuart gordon	thriller/comedy	1h 35m	8%	1996	n/a	FALSE	n/a
656	martians go home! 	david odell	comedy/sci-fi	1h 29m	17%	1990	n/a	FALSE	n/a
657	timerider: the adventure of lyle swann 	william dear	indie/action 	1h 34m	24%	1982	n/a	FALSE	n/a
658	electric dreams	steve barron	comedy/drama	1h 36m	44%	1984	n/a	FALSE	n/a
659	don't open till christmas	edmund purdom	mystery/slasher	1h 26m	14%	1984	n/a	FALSE	n/a
660	saturn 3 	stanley donen, john barry	thriller/adventure/sci-fi	1h 36m	18%	1980	n/a	FALSE	n/a
661	runaway	michael crichton	thriller/action/sci-fi	1h 40m	44%	1984	n/a	FALSE	n/a
662	making mr.right 	susan seidelman	romance/comedy	1h 40m	46%	1987	n/a	FALSE	n/a
663	the nest 	terence h. winkless	indie/horror	1h 29m	27%	1988	n/a	FALSE	n/a
664	the unholy 	camilo vila	horror/supernatural	1h 42m	33%	1988	n/a	FALSE	n/a
665	the video dead 	robert scott	indie/horror	1h 30m	32%	1987	n/a	FALSE	n/a
666	teen wolf 	rod daniel	fantasy/comedy	1h 32m	44%	1985	n/a	FALSE	n/a
667	the willies 	brian peck	fantasy/thriller	1h 31m	27%	1990	n/a	FALSE	n/a
668	sleepaway camp ii 	michael a. simpson	slasher/indie	1h 20m	40%	1988	n/a	FALSE	n/a
669	sleepaway camp iii 	michael a. simpson	slasher/indie	1h 20m	13%	1989	n/a	FALSE	n/a
670	fiend without a face 	arthur crabtree	horror/sci-fi	1h 17m	67%	1958	n/a	FALSE	n/a
671	the psychotronic man	jack m. sell	horror	1h 30m	25%	1979	n/a	FALSE	n/a
672	highway to hell	ate de jong	fantasy/thriller	1h 34m	53%	1991	n/a	FALSE	n/a
673	feardotcom 	william malone	thriller/mystery	1h 41m	3%	2002	n/a	FALSE	n/a
674	tough guys don't dance 	norman mailer	adaptation/drama	1h 50m	40%	1987	n/a	FALSE	n/a
675	heartbeeps 	allan arkush	romance/comedy	1h 19m	22%	1981	n/a	FALSE	n/a
676	night of the creeps 	fred dekker	thriller/horror	1h 30m	76%	1986	n/a	FALSE	n/a
677	wishmaster 	robert kurtzman	fantasy/indie 	1h 30m	23%	1997	n/a	FALSE	n/a
678	abomination 	bret mccormick	horror	1h 40m	43%	1986	n/a	FALSE	n/a
679	soultangler 	pat bishow	horror	1h 30m	40%	1987	n/a	FALSE	n/a
680	virtual combat 	andrew stevens	action/adventure	1h 37m	26%	1995	n/a	FALSE	n/a
681	star portal 	jon purdy	sci-fi	1h 18m	41%	1997	n/a	FALSE	n/a
682	mutant 	john cardos	horror/sci-fi	1h 39m	33%	1984	night shadows	FALSE	n/a
683	dark breed	richard pepin	sci-fi	1h 40m	7%	1996	n/a	FALSE	n/a
684	moontrap 	robert dyke	sci-fi/indie	1h 32m	27%	1989	n/a	FALSE	n/a
685	mindwarp 	steve barnett	thriller/action	1h 35m	27%	1992	n/a	FALSE	n/a
686	nightbreed 	clive barker	fantasy/slasher	2h 25m	40%	1990	n/a	FALSE	n/a
687	the barbarians 	ruggero deodato	fantasy/action/adventure	1h 27m	47%	1987	n/a	TRUE	n/a
688	massacre in dinosaur valley 	michele massimo tarantini	action/adventure	1h 30m	30%	1985	n/a	FALSE	n/a
689	quest of the delta knights 	james dodson	fantasy/action	1h 37m	24%	1993	n/a	FALSE	n/a
690	conquest	lucio fulci	fantasy/action	1h 33m	29%	1983	n/a	FALSE	n/a
691	a cat in the brain 	lucio fulci	slasher/horror	1h 33m	49%	1990	nightmare concert	FALSE	n/a
692	the throne of fire 	franco prosperi	fantasy/adventure	1h 29m	50%	1983	n/a	FALSE	n/a
693	the sword of the barbarians	michele massimo tarantini	fantasy/adventure	1h 25m	40%	1982	barbarian master 	FALSE	n/a
694	she-wolves of the wasteland 	robert hayes	fantasy/adventure	1h 29m	37%	1988	n/a	FALSE	n/a
695	the last resort 	zane buzby	comedy/slapstick	1h 24m	18%	1986	n/a	FALSE	n/a
696	national lampoons last resort	rafal zielinski	comedy/screwball 	1h 31m	29%	1994	n/a	FALSE	n/a
697	demolition high 	jim wynorski	thriller/teen	1h 24m	38%	1996	n/a	FALSE	n/a
698	demolition university 	kevin s. tenney	thriller/indie	1h 30m	23%	1997	n/a	FALSE	n/a
699	malibu beach	robert j. rosenthal	comedy	1h 36m	12%	1978	n/a	FALSE	n/a
700	bottoms up	karl rawicz	comedy	1h 30m	0%	1987	n/a	FALSE	n/a
701	thor the conqueror 	tonino ricci	fantasy/adventure	1h 31m	29%	1983	n/a	FALSE	n/a
702	hospital massacre 	boaz davidson	slasher/horror	1h 29m	19%	1981	be my valentine, or else..., ward 13	FALSE	n/a
703	the beastmaster 	don coscarelli	fantasy/adventure	1h 58m	46%	1982	n/a	TRUE	n/a
704	the beastmaster ii: portal through time 	sylvio tabet	fantasy/action	1h 47m	17%	1991	n/a	FALSE	n/a
705	the beastmaster iii: the eye of braxus 	gabrielle beaumont	fantasy/action	1h 32m	24%	1996	n/a	FALSE	n/a
706	the killings at outpost zeta 	robert emenegger	sci-fi/thriller	1h 32m	25%	1980	n/a	FALSE	n/a
707	space marines	john weidner	action/sci-fi	1h 35m	29%	1996	n/a	FALSE	n/a
708	ironmaster	umberto lenzi	action/adventure	1h 38m	27%	1983	n/a	FALSE	n/a
709	teen wolf too	christopher leitch	fantasy/comedy	1h 35m	7%	1987	n/a	FALSE	n/a
710	dead man on campus 	alan cohn	stoner/comedy	1h 36m	15%	1998	n/a	FALSE	n/a
711	amazons	alex sessa	fantasy/adventure 	1h 16m	0%	1986	n/a	FALSE	n/a
712	dragon fury	david heavener	action 	1h 19m	31%	1995	n/a	FALSE	n/a
713	gunan, king of the barbarians	franco prosperi	fantasy/adventure	1h 20m	35%	1982	the invincible barbarian	FALSE	n/a
714	the new barbarians 	enzo g. castellari	thriller/action	1h 32m	30%	1983	n/a	FALSE	n/a
715	the barbarian queen ii: the empress strikes back 	joe finley	fantasy/action 	1h 20m	8%	1990	n/a	FALSE	n/a
716	deadly prey 	david a. prior	drama/action	1h 28m	57%	1987	n/a	FALSE	n/a
717	link 	richard franklin	horror	1h 43m	25%	1986	n/a	FALSE	n/a
718	wizards of the lost kingdom 	héctor olivera	fantasy/action/adventure 	1h 12m 	27%	1985	n/a	FALSE	n/a
719	wizards of the lost kingdom ii 	charles b. griffith	fantasy/action	1h 20m	6%	1989	n/a	FALSE	n/a
720	evil dead 	sam raimi	supernatural/horror/fantasy	1h 57m	95%	1981	n/a	TRUE	n/a
721	evil dead ii	sam raimi	horror/splatter	1h 24m	98%	1987	n/a	TRUE	n/a
722	video violence... when renting is not enough	gary p. cohen	indie/horror	1h 30m	24%	1987	n/a	FALSE	n/a
723	creature	stuart gillard	horror/sci-fi 	1h 37m	12%	1998	n/a	FALSE	n/a
724	the invader	mark rosman	horror/drama	1h 37m	0%	1997	n/a	FALSE	n/a
725	lifeform	mark h. baker	thriller/sci-fi	1h 30m	19%	1996	n/a	FALSE	n/a
726	the archer: fugitive from the empire	nicholas j. corea	fantasy/action/adventure 	1h 28m	27%	1981	n/a	FALSE	n/a
727	stepmonster	jeremy stanford	horror/comedy  	1h 26m	44%	1993	n/a	FALSE	n/a
728	transylvania twist	jim wynorski	fantasy/horror 	1h 30m	48%	1989	n/a	FALSE	n/a
729	the invisible dad	fred olen ray	comedy/sci-fi	1h 30m	13%	1997	n/a	FALSE	n/a
730	memoirs of an invisible man	john carpenter	drama/fantasy	1h 39m	23%	1992	n/a	FALSE	n/a
731	the burning	tony maylam	slasher/teen	1h 31m	86%	1981	n/a	FALSE	n/a
732	robocop	paul verhoeven	crime/sci-fi	1h 43m	89%	1987	n/a	TRUE	n/a
733	robocop 2	irvin kershner	thriller/action	2h 0m	31%	1990	n/a	FALSE	n/a
734	robocop 3	fred dekker	thriller/action	1h 45m	3%	1993	n/a	FALSE	n/a
735	the guyver	steve wang, screaming mad george	sci-fi/action	1h 45m	36%	1991	n/a	FALSE	n/a
736	return of the aliens: the deadly spawn	douglas mckeown	horror/sci-fi	1h 20m	51%	1983	n/a	FALSE	n/a
737	southland tales	richard kelly	drama/fantasy	2h 40m	38%	2006	n/a	FALSE	n/a
738	stay alive	william brent bell	slasher/thriller	1h 25m	9%	2006	n/a	FALSE	n/a
739	the alien factor 2: alien rampage 	don dohler	horror/sci-fi	1h 20m	14%	2001	alien rampage 	FALSE	n/a
740	class of 1984	mark l. lester	thriller/indie	1h 38m	72%	1982	n/a	FALSE	n/a
741	nine lives	barry sonnenfeld	drama/fantasy	1h 27m	14%	2016	n/a	FALSE	n/a
742	the return of swamp thing	jim wynorski	sci-fi/action/comedy	1h 29m	44%	1989	n/a	FALSE	n/a
743	galaxy invader	don dohler	crime/sci-fi	1h 19m	14%	1985	n/a	FALSE	n/a
744	alien abduction: incident in lake county	dean alioto	sci-fi/documentary	1h 33m	47%	1998	n/a	FALSE	n/a
745	ufo abduction	dean alioto	thriller/sci-fi 	1 h 0m	60%	1989	n/a	FALSE	n/a
746	alien 3000	jeff leroy	sci-fi/horror	1h 36m	16%	2004	n/a	FALSE	n/a
747	project metalbeast	alessandro de gaetano	indie/horror	1h 32m	39%	1995	n/a	FALSE	n/a
748	rollergator	donald g. jackson	family	1h 23m	12%	1996	n/a	FALSE	n/a
749	baby ghost	donald g. jackson	comedy/family/horror	1h 26m	28%	1995	n/a	FALSE	n/a
750	fun in balloon land	joseph m. sonneborn jr.	family/fantasy 	0h 53m	12%	1965	n/a	FALSE	n/a
751	the crippled masters	joe law	drama/action/kung-fu	1h 30m	65%	1979	n/a	FALSE	n/a
752	buffy the vampire slayer	fran rubel kuzui	fantasy/action	1h 26m	35%	1992	n/a	FALSE	n/a
753	gleaming the cube	graeme clifford	drama/indie	1h 45m	29%	1989	n/a	FALSE	n/a
754	runaway	michael crichton	thriller/action	1h 40m	50%	1984	n/a	FALSE	n/a
755	pheonix the warrior	robert hayes	sci-fi/horror	1h 29m	34%	1988	she-wolves of the wasteland	FALSE	n/a
756	cyborg	albert pyun	action/sci-fi	1h 26m	20%	1988	slinger	TRUE	n/a
757	excalibur	john boorman	drama/fantasy 	2h 20m	80%	1981	n/a	FALSE	n/a
758	miracle beach	skott snider	comedy/romance	1h 28m	64%	1992	n/a	TRUE	n/a
759	knights	albert pyun	sci-fi/action/adventure	1h 30m	32%	1993	n/a	FALSE	n/a
